"ProductID","ShipToID","VolumeInKG"
"1451045 - AU","3068","7.76"
"1451045 - AU","3080","3.88"
"1451045 - AU","3121","3.88"
"1451045 - AU","3124","3.88"
"1451045 - AU","3127","3.88"
"1451045 - AU","3129","3.88"
"1451045 - AU","3134","3.88"
"1451045 - AU","3135","3.88"
"1451045 - AU","3143","11.64"
"1451045 - AU","3148","3.88"
"1451045 - AU","3158","3.88"
"1451045 - AU","3168","3.88"
"1451045 - AU","3169","3.88"
"1451045 - AU","3180","3.88"
"1451045 - AU","3709","7.76"
"1451045 - AU","5003","7.76"
"1451045 - AU","5004","3.88"
"1451045 - AU","5005","3.88"
"1451045 - AU","5007","3.88"
"1451045 - AU","5011","15.52"
"1451045 - AU","5016","3.88"
"1451045 - AU","5018","3.88"
"1451045 - AU","5024","3.88"
"1451045 - AU","5029","3.88"
"1451045 - AU","5052","7.76"
"1451045 - AU","5702","27.16"
"1451045 - AU","6012","3.88"
"1451045 - AU","6037","7.76"
"1451045 - AU","6048","3.88"
"1451045 - AU","7001","3.88"
"1451045 - AU","7002","7.76"
"1451045 - AU","7003","3.88"
"1451045 - AU","7004","3.88"
"1451045 - AU","7015","3.88"
"1451045 - AU","7704","3.88"
"1451045 - AU","8005","3.88"
"1451046 - AU","6001","1.68"
"1451046 - AU","6007","0.84"
"1451046 - AU","6008","7.56"
"1451046 - AU","6012","0.84"
"1451046 - AU","6014","0.84"
"1451046 - AU","6018","2.52"
"1451046 - AU","6042","0.84"
"1451046 - AU","6702","0.84"
"1451046 - AU","2037","0.84"
"1451046 - AU","2049","0.84"
"1451046 - AU","2172","0.84"
"1451046 - AU","3012","0.84"
"1451046 - AU","3031","1.68"
"1451046 - AU","3032","0.84"
"1451046 - AU","3048","0.84"
"1451046 - AU","3127","0.84"
"1451046 - AU","3158","1.68"
"1451046 - AU","3172","0.84"
"1451046 - AU","5003","0.84"
"1451046 - AU","5702","0.84"
"1451046 - AU","6001","1.68"
"1451046 - AU","7704","0.84"
"1451046 - AU","8003","0.84"
"1451047 - AU","6001","14.4"
"1451047 - AU","6002","3.6"
"1451047 - AU","6003","2.16"
"1451047 - AU","6004","0.72"
"1451047 - AU","6005","1.44"
"1451047 - AU","6008","3.6"
"1451047 - AU","6009","5.76"
"1451047 - AU","6010","32.4"
"1451047 - AU","6011","1.44"
"1451047 - AU","6012","41.76"
"1451047 - AU","6013","5.04"
"1451047 - AU","6014","3.6"
"1451047 - AU","6018","2.88"
"1451047 - AU","6019","0.72"
"1451047 - AU","6021","2.16"
"1451047 - AU","6027","1.44"
"1451047 - AU","6038","9.36"
"1451047 - AU","6042","0.72"
"1451047 - AU","6046","0.72"
"1451047 - AU","6048","2.88"
"1451047 - AU","6701","0.72"
"1451047 - AU","6702","2.88"
"1451047 - AU","6705","30.24"
"1451047 - AU","2005","1.44"
"1451047 - AU","2077","0.72"
"1451047 - AU","2085","0.72"
"1451047 - AU","2087","2.16"
"1451047 - AU","2097","1.44"
"1451047 - AU","4001","11.52"
"1451047 - AU","4002","0.72"
"1451047 - AU","4003","0.72"
"1451047 - AU","4004","7.2"
"1451047 - AU","4004","7.2"
"1451047 - AU","4005","1.44"
"1451047 - AU","4008","0.72"
"1451047 - AU","4008","0.72"
"1451047 - AU","4013","0.72"
"1451047 - AU","4014","0.72"
"1451047 - AU","4015","1.44"
"1451047 - AU","4015","4.32"
"1451047 - AU","4016","0.72"
"1451047 - AU","4017","0.72"
"1451047 - AU","4022","0.72"
"1451047 - AU","4022","0.72"
"1451047 - AU","4026","14.4"
"1451047 - AU","4027","0.72"
"1451047 - AU","4027","0.72"
"1451047 - AU","4029","0.72"
"1451047 - AU","4032","1.44"
"1451047 - AU","4032","6.48"
"1451047 - AU","4034","9.36"
"1451047 - AU","4034","7.2"
"1451047 - AU","4039","0.72"
"1451047 - AU","4039","0.72"
"1451047 - AU","4041","2.88"
"1451047 - AU","4041","2.88"
"1451047 - AU","4043","0.72"
"1451047 - AU","4048","1.44"
"1451047 - AU","4051","2.88"
"1451047 - AU","4054","5.04"
"1451047 - AU","4059","0.72"
"1451047 - AU","4063","0.72"
"1451047 - AU","4064","3.6"
"1451047 - AU","4065","0.72"
"1451047 - AU","4066","0.72"
"1451047 - AU","4081","0.72"
"1451047 - AU","4095","0.72"
"1451047 - AU","4098","1.44"
"1451047 - AU","4101","2.88"
"1451047 - AU","4104","0.72"
"1451047 - AU","4106","0.72"
"1451047 - AU","4106","1.44"
"1451047 - AU","4112","0.72"
"1451047 - AU","4115","0.72"
"1451047 - AU","4117","2.16"
"1451047 - AU","4117","2.16"
"1451047 - AU","4147","3.6"
"1451047 - AU","4701","2.88"
"1451047 - AU","4704","1.44"
"1451047 - AU","4710","0.72"
"1451047 - AU","4710","1.44"
"1451047 - AU","2001","2.88"
"1451047 - AU","2002","1.44"
"1451047 - AU","2008","6.48"
"1451047 - AU","2009","2.88"
"1451047 - AU","2010","0.72"
"1451047 - AU","2012","1.44"
"1451047 - AU","2014","2.16"
"1451047 - AU","2015","6.48"
"1451047 - AU","2016","4.32"
"1451047 - AU","2018","10.8"
"1451047 - AU","2020","3.6"
"1451047 - AU","2025","6.48"
"1451047 - AU","2026","1.44"
"1451047 - AU","2028","2.16"
"1451047 - AU","2029","2.16"
"1451047 - AU","2031","0.72"
"1451047 - AU","2033","5.04"
"1451047 - AU","2034","1.44"
"1451047 - AU","2035","0.72"
"1451047 - AU","2037","0.72"
"1451047 - AU","2040","7.2"
"1451047 - AU","2041","4.32"
"1451047 - AU","2042","0.72"
"1451047 - AU","2043","2.16"
"1451047 - AU","2044","0.72"
"1451047 - AU","2050","2.16"
"1451047 - AU","2051","1.44"
"1451047 - AU","2052","2.88"
"1451047 - AU","2054","2.88"
"1451047 - AU","2055","0.72"
"1451047 - AU","2061","1.44"
"1451047 - AU","2062","0.72"
"1451047 - AU","2064","2.16"
"1451047 - AU","2067","1.44"
"1451047 - AU","2068","0.72"
"1451047 - AU","2075","0.72"
"1451047 - AU","2076","4.32"
"1451047 - AU","2082","0.72"
"1451047 - AU","2088","2.88"
"1451047 - AU","2097","0.72"
"1451047 - AU","2099","0.72"
"1451047 - AU","2105","0.72"
"1451047 - AU","2113","1.44"
"1451047 - AU","2116","0.72"
"1451047 - AU","2125","8.64"
"1451047 - AU","2138","1.44"
"1451047 - AU","2141","0.72"
"1451047 - AU","2147","0.72"
"1451047 - AU","2149","2.16"
"1451047 - AU","2154","7.2"
"1451047 - AU","2155","2.88"
"1451047 - AU","2161","1.44"
"1451047 - AU","2168","0.72"
"1451047 - AU","2172","41.04"
"1451047 - AU","2175","2.88"
"1451047 - AU","2194","14.4"
"1451047 - AU","2205","1.44"
"1451047 - AU","2206","2.88"
"1451047 - AU","2710","2.16"
"1451047 - AU","2713","3.6"
"1451047 - AU","3001","2.88"
"1451047 - AU","3003","2.16"
"1451047 - AU","3004","11.52"
"1451047 - AU","3005","8.64"
"1451047 - AU","3006","6.48"
"1451047 - AU","3007","3.6"
"1451047 - AU","3008","1.44"
"1451047 - AU","3009","2.88"
"1451047 - AU","3010","2.16"
"1451047 - AU","3011","17.28"
"1451047 - AU","3012","0.72"
"1451047 - AU","3014","7.92"
"1451047 - AU","3016","7.2"
"1451047 - AU","3017","5.04"
"1451047 - AU","3018","4.32"
"1451047 - AU","3019","2.16"
"1451047 - AU","3022","2.88"
"1451047 - AU","3023","14.112"
"1451047 - AU","3024","10.8"
"1451047 - AU","3026","1.44"
"1451047 - AU","3027","0.72"
"1451047 - AU","3028","2.16"
"1451047 - AU","3029","0.72"
"1451047 - AU","3031","2.16"
"1451047 - AU","3032","2.88"
"1451047 - AU","3033","1.44"
"1451047 - AU","3035","3.6"
"1451047 - AU","3037","0.72"
"1451047 - AU","3038","0.72"
"1451047 - AU","3039","14.4"
"1451047 - AU","3040","1.44"
"1451047 - AU","3042","0.72"
"1451047 - AU","3043","0.72"
"1451047 - AU","3044","2.88"
"1451047 - AU","3046","5.76"
"1451047 - AU","3048","7.2"
"1451047 - AU","3050","0.72"
"1451047 - AU","3053","1.44"
"1451047 - AU","3055","8.64"
"1451047 - AU","3059","1.44"
"1451047 - AU","3061","2.88"
"1451047 - AU","3065","4.32"
"1451047 - AU","3066","7.92"
"1451047 - AU","3068","3.6"
"1451047 - AU","3073","0.72"
"1451047 - AU","3075","5.04"
"1451047 - AU","3078","0.72"
"1451047 - AU","3079","1.44"
"1451047 - AU","3080","2.16"
"1451047 - AU","3081","5.04"
"1451047 - AU","3082","2.88"
"1451047 - AU","3085","7.2"
"1451047 - AU","3086","2.88"
"1451047 - AU","3087","3.6"
"1451047 - AU","3097","3.6"
"1451047 - AU","3100","3.6"
"1451047 - AU","3101","1.44"
"1451047 - AU","3108","2.88"
"1451047 - AU","3110","2.16"
"1451047 - AU","3114","2.16"
"1451047 - AU","3118","2.88"
"1451047 - AU","3121","1.44"
"1451047 - AU","3125","0.72"
"1451047 - AU","3126","1.44"
"1451047 - AU","3129","2.88"
"1451047 - AU","3131","0.72"
"1451047 - AU","3138","1.44"
"1451047 - AU","3141","0.72"
"1451047 - AU","3144","1.44"
"1451047 - AU","3148","3.6"
"1451047 - AU","3150","0.72"
"1451047 - AU","3151","1.44"
"1451047 - AU","3153","4.32"
"1451047 - AU","3158","7.2"
"1451047 - AU","3168","59.76"
"1451047 - AU","3169","5.76"
"1451047 - AU","3176","1.44"
"1451047 - AU","3180","12.24"
"1451047 - AU","3709","3.6"
"1451047 - AU","4007","0.72"
"1451047 - AU","4008","0.72"
"1451047 - AU","4034","2.16"
"1451047 - AU","4054","0.72"
"1451047 - AU","5002","2.16"
"1451047 - AU","5003","2.88"
"1451047 - AU","5004","1.44"
"1451047 - AU","5005","1.44"
"1451047 - AU","5006","3.6"
"1451047 - AU","5007","12.24"
"1451047 - AU","5011","14.4"
"1451047 - AU","5014","1.44"
"1451047 - AU","5016","4.32"
"1451047 - AU","5017","2.16"
"1451047 - AU","5018","18.72"
"1451047 - AU","5020","1.44"
"1451047 - AU","5021","5.76"
"1451047 - AU","5022","2.16"
"1451047 - AU","5023","2.16"
"1451047 - AU","5029","2.88"
"1451047 - AU","5037","0.72"
"1451047 - AU","5041","2.88"
"1451047 - AU","5042","7.92"
"1451047 - AU","5052","20.88"
"1451047 - AU","5702","32.4"
"1451047 - AU","5703","3.6"
"1451047 - AU","6011","1.44"
"1451047 - AU","6038","3.6"
"1451047 - AU","6705","13.68"
"1451047 - AU","7003","3.6"
"1451047 - AU","7004","0.72"
"1451047 - AU","7015","3.6"
"1451047 - AU","7703","1.44"
"1451047 - AU","7704","0.72"
"1451048 - AU","6010","4.86"
"1451048 - AU","6012","5.67"
"1451048 - AU","6048","2.43"
"1451048 - AU","4008","0.81"
"1451048 - AU","4014","0.81"
"1451048 - AU","4112","0.81"
"1451048 - AU","2001","0.81"
"1451048 - AU","2015","1.62"
"1451048 - AU","2018","0.81"
"1451048 - AU","2026","0.81"
"1451048 - AU","2039","1.62"
"1451048 - AU","2081","0.81"
"1451048 - AU","2100","0.81"
"1451048 - AU","2125","0.81"
"1451048 - AU","2138","0.81"
"1451048 - AU","2154","1.62"
"1451048 - AU","2172","4.86"
"1451048 - AU","3001","5.67"
"1451048 - AU","3003","0.81"
"1451048 - AU","3008","0.81"
"1451048 - AU","3012","3.24"
"1451048 - AU","3016","4.86"
"1451048 - AU","3019","0.81"
"1451048 - AU","3022","2.43"
"1451048 - AU","3023","0.81"
"1451048 - AU","3024","16.2"
"1451048 - AU","3031","0.81"
"1451048 - AU","3037","0.81"
"1451048 - AU","3038","0.81"
"1451048 - AU","3039","1.62"
"1451048 - AU","3042","0.81"
"1451048 - AU","3043","8.91"
"1451048 - AU","3045","0.81"
"1451048 - AU","3055","1.62"
"1451048 - AU","3129","0.81"
"1451048 - AU","3131","0.81"
"1451048 - AU","3135","0.81"
"1451048 - AU","3138","0.81"
"1451048 - AU","3144","0.81"
"1451048 - AU","3151","0.81"
"1451048 - AU","3169","1.62"
"1451048 - AU","3172","0.81"
"1451048 - AU","3180","4.86"
"1451048 - AU","5003","0.81"
"1451048 - AU","5004","2.43"
"1451048 - AU","5005","3.24"
"1451048 - AU","5006","0.81"
"1451048 - AU","5007","6.48"
"1451048 - AU","5011","3.24"
"1451048 - AU","5017","3.24"
"1451048 - AU","5018","4.05"
"1451048 - AU","5022","1.62"
"1451048 - AU","5029","4.05"
"1451048 - AU","5041","1.62"
"1451048 - AU","5702","34.02"
"1451048 - AU","5703","0.81"
"1451048 - AU","7010","0.81"
"1451048 - AU","7015","1.62"
"1451049 - AU","6001","11.5"
"1451049 - AU","6007","2.3"
"1451049 - AU","6009","1.15"
"1451049 - AU","6010","56.35"
"1451049 - AU","6012","41.4"
"1451049 - AU","6013","2.3"
"1451049 - AU","6014","2.3"
"1451049 - AU","6017","1.15"
"1451049 - AU","6018","2.3"
"1451049 - AU","6021","1.15"
"1451049 - AU","6027","1.15"
"1451049 - AU","6037","8.05"
"1451049 - AU","6038","4.6"
"1451049 - AU","6042","1.15"
"1451049 - AU","6048","1.15"
"1451049 - AU","6049","1.15"
"1451049 - AU","6701","1.15"
"1451049 - AU","6705","6.9"
"1451049 - AU","2085","2.3"
"1451049 - AU","2097","1.15"
"1451049 - AU","4001","13.8"
"1451049 - AU","4002","1.15"
"1451049 - AU","4003","1.15"
"1451049 - AU","4005","1.15"
"1451049 - AU","4007","4.6"
"1451049 - AU","4014","1.15"
"1451049 - AU","4016","1.15"
"1451049 - AU","4022","2.3"
"1451049 - AU","4026","9.2"
"1451049 - AU","4032","21.85"
"1451049 - AU","4032","19.55"
"1451049 - AU","4041","1.15"
"1451049 - AU","4043","1.15"
"1451049 - AU","4044","1.15"
"1451049 - AU","4048","1.15"
"1451049 - AU","4054","1.15"
"1451049 - AU","4063","1.15"
"1451049 - AU","4067","1.15"
"1451049 - AU","4098","1.15"
"1451049 - AU","4101","1.15"
"1451049 - AU","4117","1.15"
"1451049 - AU","4147","1.15"
"1451049 - AU","4701","1.15"
"1451049 - AU","4709","1.15"
"1451049 - AU","4710","1.15"
"1451049 - AU","2008","5.75"
"1451049 - AU","2009","1.15"
"1451049 - AU","2010","2.3"
"1451049 - AU","2011","2.3"
"1451049 - AU","2015","16.1"
"1451049 - AU","2016","5.75"
"1451049 - AU","2018","6.9"
"1451049 - AU","2025","3.45"
"1451049 - AU","2026","4.6"
"1451049 - AU","2027","2.3"
"1451049 - AU","2033","2.3"
"1451049 - AU","2035","2.3"
"1451049 - AU","2040","74.75"
"1451049 - AU","2041","4.6"
"1451049 - AU","2042","1.15"
"1451049 - AU","2043","2.3"
"1451049 - AU","2050","2.3"
"1451049 - AU","2051","2.3"
"1451049 - AU","2054","2.3"
"1451049 - AU","2062","2.3"
"1451049 - AU","2066","2.3"
"1451049 - AU","2067","3.45"
"1451049 - AU","2074","1.15"
"1451049 - AU","2081","1.15"
"1451049 - AU","2083","2.3"
"1451049 - AU","2097","1.15"
"1451049 - AU","2100","2.3"
"1451049 - AU","2105","2.3"
"1451049 - AU","2112","3.45"
"1451049 - AU","2113","1.15"
"1451049 - AU","2116","6.9"
"1451049 - AU","2122","1.15"
"1451049 - AU","2125","1.15"
"1451049 - AU","2141","2.3"
"1451049 - AU","2147","1.15"
"1451049 - AU","2149","2.3"
"1451049 - AU","2150","1.15"
"1451049 - AU","2154","11.5"
"1451049 - AU","2161","2.3"
"1451049 - AU","2168","2.3"
"1451049 - AU","2172","28.75"
"1451049 - AU","2175","2.3"
"1451049 - AU","2194","6.9"
"1451049 - AU","2205","5.75"
"1451049 - AU","2206","2.3"
"1451049 - AU","2715","3.45"
"1451049 - AU","3001","1.15"
"1451049 - AU","3003","12.65"
"1451049 - AU","3004","3.45"
"1451049 - AU","3005","2.3"
"1451049 - AU","3006","5.75"
"1451049 - AU","3007","3.45"
"1451049 - AU","3008","2.3"
"1451049 - AU","3009","2.3"
"1451049 - AU","3010","6.9"
"1451049 - AU","3011","11.5"
"1451049 - AU","3012","1.15"
"1451049 - AU","3014","2.3"
"1451049 - AU","3016","5.75"
"1451049 - AU","3018","2.3"
"1451049 - AU","3022","2.3"
"1451049 - AU","3023","23"
"1451049 - AU","3024","3.45"
"1451049 - AU","3028","2.3"
"1451049 - AU","3032","3.45"
"1451049 - AU","3033","1.15"
"1451049 - AU","3034","2.3"
"1451049 - AU","3035","2.3"
"1451049 - AU","3037","1.15"
"1451049 - AU","3038","5.75"
"1451049 - AU","3039","5.75"
"1451049 - AU","3040","3.45"
"1451049 - AU","3042","6.9"
"1451049 - AU","3043","16.1"
"1451049 - AU","3044","1.15"
"1451049 - AU","3045","5.75"
"1451049 - AU","3046","34.5"
"1451049 - AU","3047","1.15"
"1451049 - AU","3048","10.35"
"1451049 - AU","3053","1.15"
"1451049 - AU","3055","5.75"
"1451049 - AU","3058","1.15"
"1451049 - AU","3059","4.6"
"1451049 - AU","3061","5.75"
"1451049 - AU","3065","1.15"
"1451049 - AU","3066","6.9"
"1451049 - AU","3073","3.45"
"1451049 - AU","3074","1.15"
"1451049 - AU","3075","1.15"
"1451049 - AU","3079","1.15"
"1451049 - AU","3081","5.75"
"1451049 - AU","3082","2.3"
"1451049 - AU","3085","3.45"
"1451049 - AU","3087","2.3"
"1451049 - AU","3097","4.6"
"1451049 - AU","3099","2.3"
"1451049 - AU","3100","2.3"
"1451049 - AU","3101","1.15"
"1451049 - AU","3110","2.3"
"1451049 - AU","3114","1.15"
"1451049 - AU","3118","2.3"
"1451049 - AU","3127","1.15"
"1451049 - AU","3129","11.5"
"1451049 - AU","3135","1.15"
"1451049 - AU","3141","1.15"
"1451049 - AU","3144","2.3"
"1451049 - AU","3150","1.15"
"1451049 - AU","3151","1.15"
"1451049 - AU","3153","2.3"
"1451049 - AU","3155","1.15"
"1451049 - AU","3158","2.3"
"1451049 - AU","3168","86.25"
"1451049 - AU","3169","8.05"
"1451049 - AU","3176","1.15"
"1451049 - AU","3179","1.15"
"1451049 - AU","3180","17.25"
"1451049 - AU","3709","2.3"
"1451049 - AU","5002","2.3"
"1451049 - AU","5003","4.6"
"1451049 - AU","5004","1.15"
"1451049 - AU","5005","6.9"
"1451049 - AU","5006","1.15"
"1451049 - AU","5007","17.25"
"1451049 - AU","5011","4.6"
"1451049 - AU","5017","4.6"
"1451049 - AU","5018","11.5"
"1451049 - AU","5019","1.15"
"1451049 - AU","5021","1.15"
"1451049 - AU","5022","4.6"
"1451049 - AU","5023","1.15"
"1451049 - AU","5026","1.15"
"1451049 - AU","5029","1.15"
"1451049 - AU","5037","1.15"
"1451049 - AU","5041","1.15"
"1451049 - AU","5042","2.3"
"1451049 - AU","5052","16.1"
"1451049 - AU","5702","59.8"
"1451049 - AU","5703","4.6"
"1451049 - AU","6005","2.3"
"1451049 - AU","6012","17.25"
"1451049 - AU","6018","1.15"
"1451049 - AU","6037","1.15"
"1451049 - AU","6048","2.3"
"1451049 - AU","6705","5.75"
"1451049 - AU","7003","1.15"
"1451049 - AU","7004","3.45"
"1451049 - AU","7010","6.9"
"1451049 - AU","7703","3.45"
"1451049 - AU","7704","4.6"
"1451050 - AU","6001","69"
"1451050 - AU","6012","27.6"
"1451050 - AU","6013","13.8"
"1451050 - AU","6018","13.8"
"1451050 - AU","6038","13.8"
"1451050 - AU","6048","165.6"
"1451050 - AU","6049","13.8"
"1451050 - AU","3043","13.8"
"1451050 - AU","3046","82.8"
"1451050 - AU","3055","13.8"
"1451050 - AU","3061","13.8"
"1451050 - AU","3153","13.8"
"1451050 - AU","4067","13.8"
"1451050 - AU","5003","27.6"
"1451050 - AU","5011","13.8"
"1451050 - AU","5018","13.8"
"1451050 - AU","5042","13.8"
"1451050 - AU","5702","27.6"
"1451050 - AU","6705","220.8"
"1451050 - AU","7704","13.8"
"1451051 - AU","6001","5.52"
"1451051 - AU","6006","4.14"
"1451051 - AU","6011","2.76"
"1451051 - AU","6013","1.38"
"1451051 - AU","6018","1.38"
"1451051 - AU","6038","2.76"
"1451051 - AU","6046","1.38"
"1451051 - AU","6048","6.9"
"1451051 - AU","6702","1.38"
"1451051 - AU","6705","24.84"
"1451051 - AU","4005","1.38"
"1451051 - AU","4022","1.38"
"1451051 - AU","4034","1.38"
"1451051 - AU","2007","1.38"
"1451051 - AU","2015","2.76"
"1451051 - AU","2016","1.38"
"1451051 - AU","2020","1.38"
"1451051 - AU","2041","1.38"
"1451051 - AU","2054","1.38"
"1451051 - AU","2055","1.38"
"1451051 - AU","2099","1.38"
"1451051 - AU","2113","1.38"
"1451051 - AU","2154","5.52"
"1451051 - AU","2162","1.38"
"1451051 - AU","3003","1.38"
"1451051 - AU","3005","2.76"
"1451051 - AU","3017","2.76"
"1451051 - AU","3035","1.38"
"1451051 - AU","3040","1.38"
"1451051 - AU","3046","2.76"
"1451051 - AU","3066","1.38"
"1451051 - AU","3068","1.38"
"1451051 - AU","3080","2.76"
"1451051 - AU","3081","1.38"
"1451051 - AU","3082","2.76"
"1451051 - AU","3131","1.38"
"1451051 - AU","3153","1.38"
"1451051 - AU","3158","2.76"
"1451051 - AU","3180","2.76"
"1451051 - AU","5003","2.76"
"1451051 - AU","5007","1.38"
"1451051 - AU","5011","5.52"
"1451051 - AU","5017","2.76"
"1451051 - AU","5018","13.8"
"1451051 - AU","5022","1.38"
"1451051 - AU","5041","1.38"
"1451051 - AU","5702","1.38"
"1451051 - AU","5703","1.38"
"1451051 - AU","6027","1.38"
"1451052 - AU","6007","2.26"
"1451052 - AU","6010","2.26"
"1451052 - AU","6012","2.26"
"1451052 - AU","6014","2.26"
"1451052 - AU","6031","2.26"
"1451052 - AU","6038","2.26"
"1451052 - AU","6042","4.52"
"1451052 - AU","6048","2.26"
"1451052 - AU","6701","2.26"
"1451052 - AU","6702","2.26"
"1451052 - AU","4002","2.26"
"1451052 - AU","4005","2.26"
"1451052 - AU","2001","2.26"
"1451052 - AU","2007","2.26"
"1451052 - AU","2011","2.26"
"1451052 - AU","2036","2.26"
"1451052 - AU","2039","2.26"
"1451052 - AU","2064","2.26"
"1451052 - AU","2113","2.26"
"1451052 - AU","2154","2.26"
"1451052 - AU","2206","2.26"
"1451052 - AU","2713","2.26"
"1451052 - AU","3001","6.78"
"1451052 - AU","3016","2.26"
"1451052 - AU","3034","2.26"
"1451052 - AU","3035","2.26"
"1451052 - AU","3040","2.26"
"1451052 - AU","3053","2.26"
"1451052 - AU","3061","2.26"
"1451052 - AU","3066","2.26"
"1451052 - AU","3068","4.52"
"1451052 - AU","3081","2.26"
"1451052 - AU","3134","4.52"
"1451052 - AU","3135","9.04"
"1451052 - AU","3158","2.26"
"1451052 - AU","3172","2.26"
"1451052 - AU","3180","2.26"
"1451052 - AU","5003","4.52"
"1451052 - AU","5004","2.26"
"1451052 - AU","5011","6.78"
"1451052 - AU","5021","2.26"
"1451052 - AU","5029","2.26"
"1451052 - AU","5037","2.26"
"1451052 - AU","5702","22.6"
"1451052 - AU","5703","4.52"
"1451052 - AU","6010","2.26"
"1451052 - AU","6018","2.26"
"1451052 - AU","7004","2.26"
"1451053 - AU","6001","45.6"
"1451053 - AU","6002","8.36"
"1451053 - AU","6002","0.76"
"1451053 - AU","6003","15.2"
"1451053 - AU","6003","19"
"1451053 - AU","6004","12.92"
"1451053 - AU","6005","3.8"
"1451053 - AU","6005","6.84"
"1451053 - AU","6006","0.76"
"1451053 - AU","6006","5.32"
"1451053 - AU","6007","7.6"
"1451053 - AU","6008","11.4"
"1451053 - AU","6008","15.2"
"1451053 - AU","6009","3.04"
"1451053 - AU","6010","49.4"
"1451053 - AU","6010","105.64"
"1451053 - AU","6011","2.28"
"1451053 - AU","6011","3.04"
"1451053 - AU","6012","30.4"
"1451053 - AU","6014","15.2"
"1451053 - AU","6017","7.6"
"1451053 - AU","6017","11.4"
"1451053 - AU","6018","3.8"
"1451053 - AU","6018","26.6"
"1451053 - AU","6019","3.8"
"1451053 - AU","6021","3.8"
"1451053 - AU","6027","3.8"
"1451053 - AU","6028","3.04"
"1451053 - AU","6031","1.52"
"1451053 - AU","6037","23.56"
"1451053 - AU","6038","7.6"
"1451053 - AU","6038","36.48"
"1451053 - AU","6042","63.08"
"1451053 - AU","6046","6.08"
"1451053 - AU","6048","33.44"
"1451053 - AU","6049","2.28"
"1451053 - AU","6701","7.6"
"1451053 - AU","6701","11.4"
"1451053 - AU","6702","4.56"
"1451053 - AU","6705","304.76"
"1451053 - AU","2005","2.28"
"1451053 - AU","2021","3.8"
"1451053 - AU","2049","1.52"
"1451053 - AU","2077","2.28"
"1451053 - AU","2085","4.56"
"1451053 - AU","2087","15.2"
"1451053 - AU","2097","15.96"
"1451053 - AU","2134","13.68"
"1451053 - AU","4001","26.6"
"1451053 - AU","4001","76.76"
"1451053 - AU","4003","6.08"
"1451053 - AU","4004","15.2"
"1451053 - AU","4004","41.8"
"1451053 - AU","4005","3.8"
"1451053 - AU","4005","21.28"
"1451053 - AU","4007","1.52"
"1451053 - AU","4007","12.92"
"1451053 - AU","4008","2.28"
"1451053 - AU","4008","2.28"
"1451053 - AU","4012","12.92"
"1451053 - AU","4012","9.88"
"1451053 - AU","4013","12.92"
"1451053 - AU","4014","9.88"
"1451053 - AU","4014","1.52"
"1451053 - AU","4015","26.6"
"1451053 - AU","4016","2.28"
"1451053 - AU","4016","3.04"
"1451053 - AU","4017","3.8"
"1451053 - AU","4022","53.2"
"1451053 - AU","4022","7.6"
"1451053 - AU","4024","3.8"
"1451053 - AU","4026","76"
"1451053 - AU","4027","3.8"
"1451053 - AU","4029","26.6"
"1451053 - AU","4030","3.8"
"1451053 - AU","4030","3.8"
"1451053 - AU","4032","3.8"
"1451053 - AU","4033","6.08"
"1451053 - AU","4034","26.6"
"1451053 - AU","4034","22.04"
"1451053 - AU","4035","1.52"
"1451053 - AU","4035","0.76"
"1451053 - AU","4039","6.08"
"1451053 - AU","4041","16.72"
"1451053 - AU","4043","28.12"
"1451053 - AU","4043","15.2"
"1451053 - AU","4044","6.08"
"1451053 - AU","4044","5.32"
"1451053 - AU","4045","11.4"
"1451053 - AU","4048","35.72"
"1451053 - AU","4050","1.52"
"1451053 - AU","4051","3.8"
"1451053 - AU","4051","15.2"
"1451053 - AU","4054","3.8"
"1451053 - AU","4054","27.36"
"1451053 - AU","4059","4.56"
"1451053 - AU","4063","8.36"
"1451053 - AU","4063","3.8"
"1451053 - AU","4064","15.2"
"1451053 - AU","4065","14.44"
"1451053 - AU","4066","7.6"
"1451053 - AU","4067","1.52"
"1451053 - AU","4070","3.04"
"1451053 - AU","4072","0.76"
"1451053 - AU","4072","2.28"
"1451053 - AU","4073","7.6"
"1451053 - AU","4077","11.4"
"1451053 - AU","4080","6.08"
"1451053 - AU","4080","25.08"
"1451053 - AU","4081","3.8"
"1451053 - AU","4095","25.08"
"1451053 - AU","4097","6.08"
"1451053 - AU","4098","9.88"
"1451053 - AU","4099","4.56"
"1451053 - AU","4101","3.8"
"1451053 - AU","4101","2.28"
"1451053 - AU","4104","26.6"
"1451053 - AU","4104","19.76"
"1451053 - AU","4106","77.52"
"1451053 - AU","4107","7.6"
"1451053 - AU","4107","7.6"
"1451053 - AU","4111","7.6"
"1451053 - AU","4111","2.28"
"1451053 - AU","4114","3.8"
"1451053 - AU","4115","0.76"
"1451053 - AU","4117","15.2"
"1451053 - AU","4147","18.24"
"1451053 - AU","4147","7.6"
"1451053 - AU","4703","5.32"
"1451053 - AU","4703","3.8"
"1451053 - AU","4704","11.4"
"1451053 - AU","4704","7.6"
"1451053 - AU","4705","49.4"
"1451053 - AU","4709","11.4"
"1451053 - AU","4709","7.6"
"1451053 - AU","4710","9.88"
"1451053 - AU","4710","3.8"
"1451053 - AU","2001","13.68"
"1451053 - AU","2002","3.8"
"1451053 - AU","2003","0.76"
